HourUTC,HourDK,PriceArea,SpotPriceDKK,SpotPriceEUR
2020-01-01T00:00:00+00:00,2020-01-01T01:00:00,DE,288.35,38.6
2020-01-01T00:00:00+00:00,2020-01-01T01:00:00,DK1,237.33,31.77
2020-01-01T00:00:00+00:00,2020-01-01T01:00:00,DK2,237.33,31.77
2020-01-01T00:00:00+00:00,2020-01-01T01:00:00,NO2,237.33,31.77
2020-01-01T00:00:00+00:00,2020-01-01T01:00:00,SE3,212.52,28.45
2020-01-01T00:00:00+00:00,2020-01-01T01:00:00,SE4,212.52,28.45
2020-01-01T00:00:00+00:00,2020-01-01T01:00:00,SYSTEM,228.81,30.63
2020-01-01T01:00:00+00:00,2020-01-01T02:00:00,DE,273.03,36.55
2020-01-01T01:00:00+00:00,2020-01-01T02:00:00,DK1,235.83,31.57
2020-01-01T01:00:00+00:00,2020-01-01T02:00:00,DK2,235.83,31.57
2020-01-01T01:00:00+00:00,2020-01-01T02:00:00,NO2,235.83,31.57
2020-01-01T01:00:00+00:00,2020-01-01T02:00:00,SE3,208.42,27.9
2020-01-01T01:00:00+00:00,2020-01-01T02:00:00,SE4,208.42,27.9
2020-01-01T01:00:00+00:00,2020-01-01T02:00:00,SYSTEM,226.94,30.38
2020-01-01T02:00:00+00:00,2020-01-01T03:00:00,DE,241.43,32.32
2020-01-01T02:00:00+00:00,2020-01-01T03:00:00,DK1,233.66,31.28
2020-01-01T02:00:00+00:00,2020-01-01T03:00:00,DK2,233.66,31.28
2020-01-01T02:00:00+00:00,2020-01-01T03:00:00,NO2,233.66,31.28
2020-01-01T02:00:00+00:00,2020-01-01T03:00:00,SE3,205.58,27.52
2020-01-01T02:00:00+00:00,2020-01-01T03:00:00,SE4,205.58,27.52
2020-01-01T02:00:00+00:00,2020-01-01T03:00:00,SYSTEM,224.4,30.04
2020-01-01T03:00:00+00:00,2020-01-01T04:00:00,DE,230.45,30.85
2020-01-01T03:00:00+00:00,2020-01-01T04:00:00,DK1,230.45,30.85
2020-01-01T03:00:00+00:00,2020-01-01T04:00:00,DK2,230.45,30.85
2020-01-01T03:00:00+00:00,2020-01-01T04:00:00,NO2,229.48,30.72
2020-01-01T03:00:00+00:00,2020-01-01T04:00:00,SE3,205.73,27.54
2020-01-01T03:00:00+00:00,2020-01-01T04:00:00,SE4,205.73,27.54
2020-01-01T03:00:00+00:00,2020-01-01T04:00:00,SYSTEM,220.82,29.56
2020-01-01T04:00:00+00:00,2020-01-01T05:00:00,DE,225.15,30.14
2020-01-01T04:00:00+00:00,2020-01-01T05:00:00,DK1,225.15,30.14
2020-01-01T04:00:00+00:00,2020-01-01T05:00:00,DK2,225.15,30.14
2020-01-01T04:00:00+00:00,2020-01-01T05:00:00,NO2,226.12,30.27
2020-01-01T04:00:00+00:00,2020-01-01T05:00:00,SE3,198.33,26.55
2020-01-01T04:00:00+00:00,2020-01-01T05:00:00,SE4,198.33,26.55
2020-01-01T04:00:00+00:00,2020-01-01T05:00:00,SYSTEM,209.91,28.1
2020-01-01T05:00:00+00:00,2020-01-01T06:00:00,DE,225.37,30.17
2020-01-01T05:00:00+00:00,2020-01-01T06:00:00,DK1,225.37,30.17
2020-01-01T05:00:00+00:00,2020-01-01T06:00:00,DK2,225.37,30.17
2020-01-01T05:00:00+00:00,2020-01-01T06:00:00,NO2,225.37,30.17
2020-01-01T05:00:00+00:00,2020-01-01T06:00:00,SE3,192.95,25.83
2020-01-01T05:00:00+00:00,2020-01-01T06:00:00,SE4,192.95,25.83
2020-01-01T05:00:00+00:00,2020-01-01T06:00:00,SYSTEM,205.95,27.57
2020-01-01T06:00:00+00:00,2020-01-01T07:00:00,DE,224.1,30
2020-01-01T06:00:00+00:00,2020-01-01T07:00:00,DK1,224.1,30
2020-01-01T06:00:00+00:00,2020-01-01T07:00:00,DK2,224.1,30
2020-01-01T06:00:00+00:00,2020-01-01T07:00:00,NO2,225.15,30.14
2020-01-01T06:00:00+00:00,2020-01-01T07:00:00,SE3,187.28,25.07
2020-01-01T06:00:00+00:00,2020-01-01T07:00:00,SE4,187.28,25.07
2020-01-01T06:00:00+00:00,2020-01-01T07:00:00,SYSTEM,204.31,27.35
2020-01-01T07:00:00+00:00,2020-01-01T08:00:00,DE,228.96,30.65
2020-01-01T07:00:00+00:00,2020-01-01T08:00:00,DK1,228.81,30.63
2020-01-01T07:00:00+00:00,2020-01-01T08:00:00,DK2,228.81,30.63
2020-01-01T07:00:00+00:00,2020-01-01T08:00:00,NO2,227.76,30.49
2020-01-01T07:00:00+00:00,2020-01-01T08:00:00,SE3,191.61,25.65
2020-01-01T07:00:00+00:00,2020-01-01T08:00:00,SE4,191.61,25.65
2020-01-01T07:00:00+00:00,2020-01-01T08:00:00,SYSTEM,209.09,27.99
2020-01-01T08:00:00+00:00,2020-01-01T09:00:00,DE,228.96,30.65
2020-01-01T08:00:00+00:00,2020-01-01T09:00:00,DK1,228.51,30.59
2020-01-01T08:00:00+00:00,2020-01-01T09:00:00,DK2,228.51,30.59
2020-01-01T08:00:00+00:00,2020-01-01T09:00:00,NO2,228.51,30.59
2020-01-01T08:00:00+00:00,2020-01-01T09:00:00,SE3,195.34,26.15
2020-01-01T08:00:00+00:00,2020-01-01T09:00:00,SE4,195.34,26.15
2020-01-01T08:00:00+00:00,2020-01-01T09:00:00,SYSTEM,211.85,28.36
2020-01-01T09:00:00+00:00,2020-01-01T10:00:00,DE,226.12,30.27
2020-01-01T09:00:00+00:00,2020-01-01T10:00:00,DK1,226.12,30.27
2020-01-01T09:00:00+00:00,2020-01-01T10:00:00,DK2,226.12,30.27
2020-01-01T09:00:00+00:00,2020-01-01T10:00:00,NO2,226.12,30.27
2020-01-01T09:00:00+00:00,2020-01-01T10:00:00,SE3,199.97,26.77
2020-01-01T09:00:00+00:00,2020-01-01T10:00:00,SE4,199.97,26.77
2020-01-01T09:00:00+00:00,2020-01-01T10:00:00,SYSTEM,212.52,28.45
2020-01-01T10:00:00+00:00,2020-01-01T11:00:00,DE,226.64,30.34
2020-01-01T10:00:00+00:00,2020-01-01T11:00:00,DK1,226.64,30.34
2020-01-01T10:00:00+00:00,2020-01-01T11:00:00,DK2,226.64,30.34
2020-01-01T10:00:00+00:00,2020-01-01T11:00:00,NO2,226.64,30.34
2020-01-01T10:00:00+00:00,2020-01-01T11:00:00,SE3,204.68,27.4
2020-01-01T10:00:00+00:00,2020-01-01T11:00:00,SE4,204.68,27.4
2020-01-01T10:00:00+00:00,2020-01-01T11:00:00,SYSTEM,216.78,29.02
2020-01-01T11:00:00+00:00,2020-01-01T12:00:00,DE,231.5,30.99
2020-01-01T11:00:00+00:00,2020-01-01T12:00:00,DK1,228.51,30.59
2020-01-01T11:00:00+00:00,2020-01-01T12:00:00,DK2,228.51,30.59
2020-01-01T11:00:00+00:00,2020-01-01T12:00:00,NO2,228.51,30.59
2020-01-01T11:00:00+00:00,2020-01-01T12:00:00,SE3,209.76,28.08
2020-01-01T11:00:00+00:00,2020-01-01T12:00:00,SE4,209.76,28.08
2020-01-01T11:00:00+00:00,2020-01-01T12:00:00,SYSTEM,219.62,29.4
2020-01-01T12:00:00+00:00,2020-01-01T13:00:00,DE,224.4,30.04
2020-01-01T12:00:00+00:00,2020-01-01T13:00:00,DK1,224.4,30.04
2020-01-01T12:00:00+00:00,2020-01-01T13:00:00,DK2,224.4,30.04
2020-01-01T12:00:00+00:00,2020-01-01T13:00:00,NO2,226.94,30.38
2020-01-01T12:00:00+00:00,2020-01-01T13:00:00,SE3,214.32,28.69
2020-01-01T12:00:00+00:00,2020-01-01T13:00:00,SE4,214.32,28.69
2020-01-01T12:00:00+00:00,2020-01-01T13:00:00,SYSTEM,219.7,29.41
2020-01-01T13:00:00+00:00,2020-01-01T14:00:00,DE,229.71,30.75
2020-01-01T13:00:00+00:00,2020-01-01T14:00:00,DK1,228.59,30.6
2020-01-01T13:00:00+00:00,2020-01-01T14:00:00,DK2,228.59,30.6
2020-01-01T13:00:00+00:00,2020-01-01T14:00:00,NO2,228.59,30.6
2020-01-01T13:00:00+00:00,2020-01-01T14:00:00,SE3,219.4,29.37
2020-01-01T13:00:00+00:00,2020-01-01T14:00:00,SE4,219.4,29.37
2020-01-01T13:00:00+00:00,2020-01-01T14:00:00,SYSTEM,223.51,29.92
2020-01-01T14:00:00+00:00,2020-01-01T15:00:00,DE,239.86,32.11
2020-01-01T14:00:00+00:00,2020-01-01T15:00:00,DK1,232.25,31.09
2020-01-01T14:00:00+00:00,2020-01-01T15:00:00,DK2,232.25,31.09
2020-01-01T14:00:00+00:00,2020-01-01T15:00:00,NO2,232.25,31.09
2020-01-01T14:00:00+00:00,2020-01-01T15:00:00,SE3,223.88,29.97
2020-01-01T14:00:00+00:00,2020-01-01T15:00:00,SE4,223.88,29.97
2020-01-01T14:00:00+00:00,2020-01-01T15:00:00,SYSTEM,226.79,30.36
2020-01-01T15:00:00+00:00,2020-01-01T16:00:00,DE,268.77,35.98
2020-01-01T15:00:00+00:00,2020-01-01T16:00:00,DK1,235.53,31.53
2020-01-01T15:00:00+00:00,2020-01-01T16:00:00,DK2,235.53,31.53
2020-01-01T15:00:00+00:00,2020-01-01T16:00:00,NO2,235.53,31.53
2020-01-01T15:00:00+00:00,2020-01-01T16:00:00,SE3,227.54,30.46
2020-01-01T15:00:00+00:00,2020-01-01T16:00:00,SE4,227.54,30.46
2020-01-01T15:00:00+00:00,2020-01-01T16:00:00,SYSTEM,230.3,30.83
2020-01-01T16:00:00+00:00,2020-01-01T17:00:00,DE,301.79,40.4
2020-01-01T16:00:00+00:00,2020-01-01T17:00:00,DK1,237.4,31.78
2020-01-01T16:00:00+00:00,2020-01-01T17:00:00,DK2,237.4,31.78
2020-01-01T16:00:00+00:00,2020-01-01T17:00:00,NO2,237.4,31.78
2020-01-01T16:00:00+00:00,2020-01-01T17:00:00,SE3,227.02,30.39
2020-01-01T16:00:00+00:00,2020-01-01T17:00:00,SE4,227.02,30.39
2020-01-01T16:00:00+00:00,2020-01-01T17:00:00,SYSTEM,230.9,30.91
2020-01-01T17:00:00+00:00,2020-01-01T18:00:00,DE,329.06,44.05
2020-01-01T17:00:00+00:00,2020-01-01T18:00:00,DK1,236.35,31.64
2020-01-01T17:00:00+00:00,2020-01-01T18:00:00,DK2,236.35,31.64
2020-01-01T17:00:00+00:00,2020-01-01T18:00:00,NO2,236.35,31.64
2020-01-01T17:00:00+00:00,2020-01-01T18:00:00,SE3,224.55,30.06
2020-01-01T17:00:00+00:00,2020-01-01T18:00:00,SE4,224.55,30.06
2020-01-01T17:00:00+00:00,2020-01-01T18:00:00,SYSTEM,230,30.79
2020-01-01T18:00:00+00:00,2020-01-01T19:00:00,DE,322.33,43.15
2020-01-01T18:00:00+00:00,2020-01-01T19:00:00,DK1,234.86,31.44
2020-01-01T18:00:00+00:00,2020-01-01T19:00:00,DK2,234.86,31.44
2020-01-01T18:00:00+00:00,2020-01-01T19:00:00,NO2,234.86,31.44
2020-01-01T18:00:00+00:00,2020-01-01T19:00:00,SE3,219.47,29.38
2020-01-01T18:00:00+00:00,2020-01-01T19:00:00,SE4,219.47,29.38
2020-01-01T18:00:00+00:00,2020-01-01T19:00:00,SYSTEM,227.61,30.47
2020-01-01T19:00:00+00:00,2020-01-01T20:00:00,DE,324.58,43.45
2020-01-01T19:00:00+00:00,2020-01-01T20:00:00,DK1,234.19,31.35
2020-01-01T19:00:00+00:00,2020-01-01T20:00:00,DK2,234.19,31.35
2020-01-01T19:00:00+00:00,2020-01-01T20:00:00,NO2,234.19,31.35
2020-01-01T19:00:00+00:00,2020-01-01T20:00:00,SE3,206.55,27.65
2020-01-01T19:00:00+00:00,2020-01-01T20:00:00,SE4,206.55,27.65
2020-01-01T19:00:00+00:00,2020-01-01T20:00:00,SYSTEM,224.25,30.02
2020-01-01T20:00:00+00:00,2020-01-01T21:00:00,DE,303.88,40.68
2020-01-01T20:00:00+00:00,2020-01-01T21:00:00,DK1,232.1,31.07
2020-01-01T20:00:00+00:00,2020-01-01T21:00:00,DK2,232.1,31.07
2020-01-01T20:00:00+00:00,2020-01-01T21:00:00,NO2,232.1,31.07
2020-01-01T20:00:00+00:00,2020-01-01T21:00:00,SE3,204.16,27.33
2020-01-01T20:00:00+00:00,2020-01-01T21:00:00,SE4,204.16,27.33
2020-01-01T20:00:00+00:00,2020-01-01T21:00:00,SYSTEM,220.52,29.52
2020-01-01T21:00:00+00:00,2020-01-01T22:00:00,DE,300.82,40.27
2020-01-01T21:00:00+00:00,2020-01-01T22:00:00,DK1,231.27,30.96
2020-01-01T21:00:00+00:00,2020-01-01T22:00:00,DK2,231.27,30.96
2020-01-01T21:00:00+00:00,2020-01-01T22:00:00,NO2,231.27,30.96
2020-01-01T21:00:00+00:00,2020-01-01T22:00:00,SE3,193.33,25.88
2020-01-01T21:00:00+00:00,2020-01-01T22:00:00,SE4,193.33,25.88
2020-01-01T21:00:00+00:00,2020-01-01T22:00:00,SYSTEM,211.25,28.28
2020-01-01T22:00:00+00:00,2020-01-01T23:00:00,DE,260.33,34.85
2020-01-01T22:00:00+00:00,2020-01-01T23:00:00,DK1,228.66,30.61
2020-01-01T22:00:00+00:00,2020-01-01T23:00:00,DK2,228.66,30.61
2020-01-01T22:00:00+00:00,2020-01-01T23:00:00,NO2,228.66,30.61
2020-01-01T22:00:00+00:00,2020-01-01T23:00:00,SE3,185.33,24.81
2020-01-01T22:00:00+00:00,2020-01-01T23:00:00,SE4,185.33,24.81
2020-01-01T22:00:00+00:00,2020-01-01T23:00:00,SYSTEM,207.59,27.79
2020-01-01T23:00:00+00:00,2020-01-02T00:00:00,DE,264.45,35.4
2020-01-01T23:00:00+00:00,2020-01-02T00:00:00,DK1,229.93,30.78
2020-01-01T23:00:00+00:00,2020-01-02T00:00:00,DK2,229.93,30.78
2020-01-01T23:00:00+00:00,2020-01-02T00:00:00,NO2,229.93,30.78
2020-01-01T23:00:00+00:00,2020-01-02T00:00:00,SE3,90.17,12.07
2020-01-01T23:00:00+00:00,2020-01-02T00:00:00,SE4,90.17,12.07
2020-01-01T23:00:00+00:00,2020-01-02T00:00:00,SYSTEM,201.4,26.96
2020-01-02T00:00:00+00:00,2020-01-02T01:00:00,DE,238.9,31.98
2020-01-02T00:00:00+00:00,2020-01-02T01:00:00,DK1,228.89,30.64
2020-01-02T00:00:00+00:00,2020-01-02T01:00:00,DK2,228.89,30.64
2020-01-02T00:00:00+00:00,2020-01-02T01:00:00,NO2,228.89,30.64
2020-01-02T00:00:00+00:00,2020-01-02T01:00:00,SE3,98.08,13.13
2020-01-02T00:00:00+00:00,2020-01-02T01:00:00,SE4,98.08,13.13
2020-01-02T00:00:00+00:00,2020-01-02T01:00:00,SYSTEM,201.99,27.04
2020-01-02T01:00:00+00:00,2020-01-02T02:00:00,DE,227.84,30.5
2020-01-02T01:00:00+00:00,2020-01-02T02:00:00,DK1,227.32,30.43
2020-01-02T01:00:00+00:00,2020-01-02T02:00:00,DK2,227.32,30.43
2020-01-02T01:00:00+00:00,2020-01-02T02:00:00,NO2,227.32,30.43
2020-01-02T01:00:00+00:00,2020-01-02T02:00:00,SE3,142.46,19.07
2020-01-02T01:00:00+00:00,2020-01-02T02:00:00,SE4,142.46,19.07
2020-01-02T01:00:00+00:00,2020-01-02T02:00:00,SYSTEM,201.92,27.03
2020-01-02T02:00:00+00:00,2020-01-02T03:00:00,DE,215.07,28.79
2020-01-02T02:00:00+00:00,2020-01-02T03:00:00,DK1,215.07,28.79
2020-01-02T02:00:00+00:00,2020-01-02T03:00:00,DK2,215.07,28.79
2020-01-02T02:00:00+00:00,2020-01-02T03:00:00,NO2,222.91,29.84
2020-01-02T02:00:00+00:00,2020-01-02T03:00:00,SE3,157.77,21.12
2020-01-02T02:00:00+00:00,2020-01-02T03:00:00,SE4,157.77,21.12
2020-01-02T02:00:00+00:00,2020-01-02T03:00:00,SYSTEM,198.26,26.54
2020-01-02T03:00:00+00:00,2020-01-02T04:00:00,DE,212.3,28.42
2020-01-02T03:00:00+00:00,2020-01-02T04:00:00,DK1,212.3,28.42
2020-01-02T03:00:00+00:00,2020-01-02T04:00:00,DK2,212.3,28.42
2020-01-02T03:00:00+00:00,2020-01-02T04:00:00,NO2,223.36,29.9
2020-01-02T03:00:00+00:00,2020-01-02T04:00:00,SE3,181.45,24.29
2020-01-02T03:00:00+00:00,2020-01-02T04:00:00,SE4,181.45,24.29
2020-01-02T03:00:00+00:00,2020-01-02T04:00:00,SYSTEM,202.74,27.14
2020-01-02T04:00:00+00:00,2020-01-02T05:00:00,DE,214.77,28.75
2020-01-02T04:00:00+00:00,2020-01-02T05:00:00,DK1,214.77,28.75
2020-01-02T04:00:00+00:00,2020-01-02T05:00:00,DK2,214.77,28.75
2020-01-02T04:00:00+00:00,2020-01-02T05:00:00,NO2,227.39,30.44
2020-01-02T04:00:00+00:00,2020-01-02T05:00:00,SE3,196.24,26.27
2020-01-02T04:00:00+00:00,2020-01-02T05:00:00,SE4,196.24,26.27
2020-01-02T04:00:00+00:00,2020-01-02T05:00:00,SYSTEM,210.66,28.2
2020-01-02T05:00:00+00:00,2020-01-02T06:00:00,DE,255.18,34.16
2020-01-02T05:00:00+00:00,2020-01-02T06:00:00,DK1,249.36,33.38
2020-01-02T05:00:00+00:00,2020-01-02T06:00:00,DK2,255.18,34.16
2020-01-02T05:00:00+00:00,2020-01-02T06:00:00,NO2,236.66,31.68
2020-01-02T05:00:00+00:00,2020-01-02T06:00:00,SE3,207.22,27.74
2020-01-02T05:00:00+00:00,2020-01-02T06:00:00,SE4,207.22,27.74
2020-01-02T05:00:00+00:00,2020-01-02T06:00:00,SYSTEM,225.9,30.24
2020-01-02T06:00:00+00:00,2020-01-02T07:00:00,DE,314.27,42.07
2020-01-02T06:00:00+00:00,2020-01-02T07:00:00,DK1,237.48,31.79
2020-01-02T06:00:00+00:00,2020-01-02T07:00:00,DK2,314.27,42.07
2020-01-02T06:00:00+00:00,2020-01-02T07:00:00,NO2,237.48,31.79
2020-01-02T06:00:00+00:00,2020-01-02T07:00:00,SE3,212.08,28.39
2020-01-02T06:00:00+00:00,2020-01-02T07:00:00,SE4,212.08,28.39
2020-01-02T06:00:00+00:00,2020-01-02T07:00:00,SYSTEM,228.81,30.63
2020-01-02T07:00:00+00:00,2020-01-02T08:00:00,DE,335.34,44.89
2020-01-02T07:00:00+00:00,2020-01-02T08:00:00,DK1,237.78,31.83
2020-01-02T07:00:00+00:00,2020-01-02T08:00:00,DK2,335.34,44.89
2020-01-02T07:00:00+00:00,2020-01-02T08:00:00,NO2,237.78,31.83
2020-01-02T07:00:00+00:00,2020-01-02T08:00:00,SE3,219.4,29.37
2020-01-02T07:00:00+00:00,2020-01-02T08:00:00,SE4,219.4,29.37
2020-01-02T07:00:00+00:00,2020-01-02T08:00:00,SYSTEM,230.98,30.92
2020-01-02T08:00:00+00:00,2020-01-02T09:00:00,DE,338.1,45.26
2020-01-02T08:00:00+00:00,2020-01-02T09:00:00,DK1,237.1,31.74
2020-01-02T08:00:00+00:00,2020-01-02T09:00:00,DK2,338.1,45.26
2020-01-02T08:00:00+00:00,2020-01-02T09:00:00,NO2,237.1,31.74
2020-01-02T08:00:00+00:00,2020-01-02T09:00:00,SE3,223.73,29.95
2020-01-02T08:00:00+00:00,2020-01-02T09:00:00,SE4,223.73,29.95
2020-01-02T08:00:00+00:00,2020-01-02T09:00:00,SYSTEM,231.5,30.99
2020-01-02T09:00:00+00:00,2020-01-02T10:00:00,DE,340.42,45.57
2020-01-02T09:00:00+00:00,2020-01-02T10:00:00,DK1,236.28,31.63
2020-01-02T09:00:00+00:00,2020-01-02T10:00:00,DK2,340.42,45.57
2020-01-02T09:00:00+00:00,2020-01-02T10:00:00,NO2,236.28,31.63
2020-01-02T09:00:00+00:00,2020-01-02T10:00:00,SE3,223.43,29.91
2020-01-02T09:00:00+00:00,2020-01-02T10:00:00,SE4,223.43,29.91
2020-01-02T09:00:00+00:00,2020-01-02T10:00:00,SYSTEM,230.61,30.87
2020-01-02T10:00:00+00:00,2020-01-02T11:00:00,DE,336.83,45.09
2020-01-02T10:00:00+00:00,2020-01-02T11:00:00,DK1,233.97,31.32
2020-01-02T10:00:00+00:00,2020-01-02T11:00:00,DK2,336.83,45.09
2020-01-02T10:00:00+00:00,2020-01-02T11:00:00,NO2,233.97,31.32
2020-01-02T10:00:00+00:00,2020-01-02T11:00:00,SE3,223.81,29.96
2020-01-02T10:00:00+00:00,2020-01-02T11:00:00,SE4,223.81,29.96
2020-01-02T10:00:00+00:00,2020-01-02T11:00:00,SYSTEM,229.71,30.75
2020-01-02T11:00:00+00:00,2020-01-02T12:00:00,DE,337.35,45.16
2020-01-02T11:00:00+00:00,2020-01-02T12:00:00,DK1,232.1,31.07
2020-01-02T11:00:00+00:00,2020-01-02T12:00:00,DK2,337.35,45.16
2020-01-02T11:00:00+00:00,2020-01-02T12:00:00,NO2,232.1,31.07
2020-01-02T11:00:00+00:00,2020-01-02T12:00:00,SE3,223.66,29.94
2020-01-02T11:00:00+00:00,2020-01-02T12:00:00,SE4,223.66,29.94
2020-01-02T11:00:00+00:00,2020-01-02T12:00:00,SYSTEM,229.11,30.67
2020-01-02T12:00:00+00:00,2020-01-02T13:00:00,DE,335.41,44.9
2020-01-02T12:00:00+00:00,2020-01-02T13:00:00,DK1,232.02,31.06
2020-01-02T12:00:00+00:00,2020-01-02T13:00:00,DK2,335.41,44.9
2020-01-02T12:00:00+00:00,2020-01-02T13:00:00,NO2,232.02,31.06
2020-01-02T12:00:00+00:00,2020-01-02T13:00:00,SE3,223.66,29.94
2020-01-02T12:00:00+00:00,2020-01-02T13:00:00,SE4,223.66,29.94
2020-01-02T12:00:00+00:00,2020-01-02T13:00:00,SYSTEM,228.96,30.65
2020-01-02T13:00:00+00:00,2020-01-02T14:00:00,DE,329.14,44.06
2020-01-02T13:00:00+00:00,2020-01-02T14:00:00,DK1,232.1,31.07
2020-01-02T13:00:00+00:00,2020-01-02T14:00:00,DK2,329.14,44.06
2020-01-02T13:00:00+00:00,2020-01-02T14:00:00,NO2,232.1,31.07
2020-01-02T13:00:00+00:00,2020-01-02T14:00:00,SE3,225.45,30.18
2020-01-02T13:00:00+00:00,2020-01-02T14:00:00,SE4,225.45,30.18
2020-01-02T13:00:00+00:00,2020-01-02T14:00:00,SYSTEM,229.78,30.76
2020-01-02T14:00:00+00:00,2020-01-02T15:00:00,DE,334.96,44.84
2020-01-02T14:00:00+00:00,2020-01-02T15:00:00,DK1,233.52,31.26
2020-01-02T14:00:00+00:00,2020-01-02T15:00:00,DK2,334.96,44.84
2020-01-02T14:00:00+00:00,2020-01-02T15:00:00,NO2,233.52,31.26
2020-01-02T14:00:00+00:00,2020-01-02T15:00:00,SE3,231.28,30.96
2020-01-02T14:00:00+00:00,2020-01-02T15:00:00,SE4,231.28,30.96
2020-01-02T14:00:00+00:00,2020-01-02T15:00:00,SYSTEM,232.17,31.08
2020-01-02T15:00:00+00:00,2020-01-02T16:00:00,DE,331.68,44.4
2020-01-02T15:00:00+00:00,2020-01-02T16:00:00,DK1,234.64,31.41
2020-01-02T15:00:00+00:00,2020-01-02T16:00:00,DK2,331.68,44.4
2020-01-02T15:00:00+00:00,2020-01-02T16:00:00,NO2,234.64,31.41
2020-01-02T15:00:00+00:00,2020-01-02T16:00:00,SE3,233.07,31.2
2020-01-02T15:00:00+00:00,2020-01-02T16:00:00,SE4,233.07,31.2
2020-01-02T15:00:00+00:00,2020-01-02T16:00:00,SYSTEM,233.44,31.25
2020-01-02T16:00:00+00:00,2020-01-02T17:00:00,DE,344,46.05
2020-01-02T16:00:00+00:00,2020-01-02T17:00:00,DK1,234.56,31.4
2020-01-02T16:00:00+00:00,2020-01-02T17:00:00,DK2,344,46.05
2020-01-02T16:00:00+00:00,2020-01-02T17:00:00,NO2,234.56,31.4
2020-01-02T16:00:00+00:00,2020-01-02T17:00:00,SE3,231.43,30.98
2020-01-02T16:00:00+00:00,2020-01-02T17:00:00,SE4,231.43,30.98
2020-01-02T16:00:00+00:00,2020-01-02T17:00:00,SYSTEM,232.92,31.18
2020-01-02T17:00:00+00:00,2020-01-02T18:00:00,DE,349.01,46.72
2020-01-02T17:00:00+00:00,2020-01-02T18:00:00,DK1,232.32,31.1
2020-01-02T17:00:00+00:00,2020-01-02T18:00:00,DK2,349.01,46.72
2020-01-02T17:00:00+00:00,2020-01-02T18:00:00,NO2,232.32,31.1
2020-01-02T17:00:00+00:00,2020-01-02T18:00:00,SE3,226.72,30.35
2020-01-02T17:00:00+00:00,2020-01-02T18:00:00,SE4,226.72,30.35
2020-01-02T17:00:00+00:00,2020-01-02T18:00:00,SYSTEM,229.93,30.78
2020-01-02T18:00:00+00:00,2020-01-02T19:00:00,DE,338.1,45.26
2020-01-02T18:00:00+00:00,2020-01-02T19:00:00,DK1,229.71,30.75
2020-01-02T18:00:00+00:00,2020-01-02T19:00:00,DK2,338.1,45.26
2020-01-02T18:00:00+00:00,2020-01-02T19:00:00,NO2,229.71,30.75
2020-01-02T18:00:00+00:00,2020-01-02T19:00:00,SE3,218.65,29.27
2020-01-02T18:00:00+00:00,2020-01-02T19:00:00,SE4,218.65,29.27
2020-01-02T18:00:00+00:00,2020-01-02T19:00:00,SYSTEM,225.67,30.21
2020-01-02T19:00:00+00:00,2020-01-02T20:00:00,DE,293.73,39.32
2020-01-02T19:00:00+00:00,2020-01-02T20:00:00,DK1,227.62,30.47
2020-01-02T19:00:00+00:00,2020-01-02T20:00:00,DK2,293.73,39.32
2020-01-02T19:00:00+00:00,2020-01-02T20:00:00,NO2,227.62,30.47
2020-01-02T19:00:00+00:00,2020-01-02T20:00:00,SE3,210.44,28.17
2020-01-02T19:00:00+00:00,2020-01-02T20:00:00,SE4,210.44,28.17
2020-01-02T19:00:00+00:00,2020-01-02T20:00:00,SYSTEM,220.15,29.47
2020-01-02T20:00:00+00:00,2020-01-02T21:00:00,DE,254.44,34.06
2020-01-02T20:00:00+00:00,2020-01-02T21:00:00,DK1,224.85,30.1
2020-01-02T20:00:00+00:00,2020-01-02T21:00:00,DK2,224.85,30.1
2020-01-02T20:00:00+00:00,2020-01-02T21:00:00,NO2,224.85,30.1
2020-01-02T20:00:00+00:00,2020-01-02T21:00:00,SE3,209.32,28.02
2020-01-02T20:00:00+00:00,2020-01-02T21:00:00,SE4,209.32,28.02
2020-01-02T20:00:00+00:00,2020-01-02T21:00:00,SYSTEM,215.96,28.91
2020-01-02T21:00:00+00:00,2020-01-02T22:00:00,DE,240.69,32.22
2020-01-02T21:00:00+00:00,2020-01-02T22:00:00,DK1,221.94,29.71
2020-01-02T21:00:00+00:00,2020-01-02T22:00:00,DK2,221.94,29.71
2020-01-02T21:00:00+00:00,2020-01-02T22:00:00,NO2,221.94,29.71
2020-01-02T21:00:00+00:00,2020-01-02T22:00:00,SE3,206.85,27.69
2020-01-02T21:00:00+00:00,2020-01-02T22:00:00,SE4,206.85,27.69
2020-01-02T21:00:00+00:00,2020-01-02T22:00:00,SYSTEM,212.08,28.39
2020-01-02T22:00:00+00:00,2020-01-02T23:00:00,DE,186.68,24.99
2020-01-02T22:00:00+00:00,2020-01-02T23:00:00,DK1,186.68,24.99
2020-01-02T22:00:00+00:00,2020-01-02T23:00:00,DK2,186.68,24.99
2020-01-02T22:00:00+00:00,2020-01-02T23:00:00,NO2,211.56,28.32
2020-01-02T22:00:00+00:00,2020-01-02T23:00:00,SE3,182.2,24.39
2020-01-02T22:00:00+00:00,2020-01-02T23:00:00,SE4,182.2,24.39
2020-01-02T22:00:00+00:00,2020-01-02T23:00:00,SYSTEM,193.48,25.9
2020-01-02T23:00:00+00:00,2020-01-03T00:00:00,DE,160.4,21.47
